EwbNo,DocNo,VehicleNo,Distance
825424242553,INV-7747,TS09AB7634,51
279148523118,INV-7748,TS09AB4486,189
942013041030,INV-7749,TS09AB9635,602
915896292886,INV-7750,TS09AB2257,561
305504324774,INV-7751,TS09AB8988,745
353544877517,INV-7753,TS09AB4009,696
382415749265,INV-7754,TS09AB5273,999
636836268042,INV-7756,TS09AB5535,326
996763225767,INV-7757,TS09AB6801,13
678019294172,INV-7759,TS09AB8241,879
106992067374,INV-7760,TS09AB4020,440
135313172812,INV-7762,TS09AB5152,331
752878935037,INV-7764,TS09AB5347,49
192495251098,INV-7766,TS09AB3274,503
123965857221,INV-7768,TS09AB5430,78
779522212111,INV-7769,TS09AB3068,397
850987794484,INV-7770,TS09AB9038,688
855146994237,INV-7771,TS09AB8660,688
640840501851,INV-7772,TS09AB3918,556
615657335903,INV-7773,TS09AB2969,807
516469526672,INV-7775,TS09AB7510,381
362207538170,INV-7776,TS09AB5154,772
958390297771,INV-7777,TS09AB9351,65
302638594369,INV-7778,TS09AB5318,159
800091638452,INV-7779,TS09AB8246,85
414447970490,INV-7780,TS09AB8713,316
335131274886,INV-7781,TS09AB5166,230
228361909827,INV-7782,TS09AB9236,652
807575691411,INV-7783,TS09AB5428,863
625052672316,INV-7784,TS09AB5738,228
928651218943,INV-7785,TS09AB4052,279
835321698920,INV-7786,TS09AB7746,78
423361168655,INV-7788,TS09AB7146,425
923348063002,INV-7789,TS09AB7257,42
873121759196,INV-7790,TS09AB1307,337
729164428172,INV-7791,TS09AB1351,387
335271528490,INV-7792,TS09AB9609,468
664403983290,INV-7793,TS09AB1064,191
717077403931,INV-7794,TS09AB6564,233
980434002625,INV-7795,TS09AB7858,606
734745893130,INV-7796,TS09AB9244,973
944435885105,INV-7797,TS09AB7283,920
117980268567,INV-7798,TS09AB3928,492
576978358277,INV-7799,TS09AB9192,424
596323068048,INV-7800,TS09AB2669,401
322475044125,INV-7801,TS09AB8139,46
103769191702,INV-7802,TS09AB7511,554
319532400924,INV-7803,TS09AB3102,648
733428208501,INV-7804,TS09AB5434,756
116172809812,INV-7806,TS09AB3208,13
932498042353,INV-7807,TS09AB7726,697
578223165988,INV-7808,TS09AB8333,455
584785451719,INV-7809,TS09AB5013,336
366464102715,INV-7810,TS09AB1007,263
992336848341,INV-7812,TS09AB9568,403
748148929236,INV-7813,TS09AB3218,615
610361598823,INV-7814,TS09AB5520,565
787515527904,INV-7817,TS09AB4978,494
444212553436,INV-7818,TS09AB7826,962
932608809726,INV-7819,TS09AB6518,623
511162399237,INV-7820,TS09AB7325,786
747320912285,INV-7821,TS09AB6252,627
460256083105,INV-7822,TS09AB2303,767
543102781774,INV-7823,TS09AB7756,936
423988308245,INV-7824,TS09AB9169,218
947732177071,INV-7825,TS09AB3192,549
322990454142,INV-7826,TS09AB9382,194
878070064028,INV-7827,TS09AB3014,653
258354134133,INV-7828,TS09AB3532,975
161558395603,INV-7829,TS09AB1119,338
111932890539,INV-7831,TS09AB9913,589
170146920478,INV-7832,TS09AB3498,528
769494293808,INV-7833,TS09AB6803,398
384300150455,INV-7834,TS09AB7822,307
821720371033,INV-7835,TS09AB4283,325
946160987981,INV-7836,TS09AB7306,999
815598795895,INV-7837,TS09AB8542,911
257642813196,INV-7838,TS09AB3535,843
969231310013,INV-7839,TS09AB9595,465
871558279918,INV-7840,TS09AB9211,308
894662541985,INV-7841,TS09AB8484,279
990556483000,INV-7843,TS09AB2578,793
567269368206,INV-7844,TS09AB2636,985
752996549060,INV-7845,TS09AB8543,648
807963260887,INV-7846,TS09AB3156,676
596877786943,INV-7847,TS09AB5416,554
551672717660,INV-7848,TS09AB9397,571
746748867966,INV-7849,TS09AB1528,926
941124262517,INV-7851,TS09AB3406,93
743708198700,INV-7853,TS09AB4287,303
397826414477,INV-7854,TS09AB6307,149
449229340426,INV-7855,TS09AB3756,97
972263636082,INV-7856,TS09AB6115,326
683622450416,INV-7857,TS09AB6816,613
751380689671,INV-7859,TS09AB8067,647
381653763163,INV-7860,TS09AB9067,916
663993413942,INV-7861,TS09AB6074,325
654333286051,INV-7862,TS09AB8887,859
808467291643,INV-7863,TS09AB6186,716
675104994739,INV-7864,TS09AB3481,195
448490432729,INV-7865,TS09AB4369,142
119353027431,INV-7866,TS09AB2158,288
576984313262,INV-7867,TS09AB2949,206
681125030492,INV-7868,TS09AB9767,401
198000155545,INV-7869,TS09AB8978,442
721961620785,INV-7870,TS09AB3591,184
901832396774,INV-7871,TS09AB2121,730
576789356019,INV-7872,TS09AB4504,58
796863199131,INV-7873,TS09AB1856,806
423490200194,INV-7874,TS09AB2998,444
332082695995,INV-7875,TS09AB7962,554
824889625405,INV-7877,TS09AB2301,182
823859269237,INV-7878,TS09AB1567,875
476720432252,INV-7879,TS09AB9366,612
732097256611,INV-7880,TS09AB8988,972
925269647271,INV-7881,TS09AB5556,612
284268407405,INV-7883,TS09AB9202,965
485778623746,INV-7885,TS09AB8214,56
253292606817,INV-7886,TS09AB2031,874
541135309478,INV-7887,TS09AB6740,791
721824607313,INV-7888,TS09AB3486,365
180884884578,INV-7889,TS09AB8287,504
160876494953,INV-7890,TS09AB9586,25
155732775738,INV-7891,TS09AB6686,684
310559668485,INV-7894,TS09AB3001,688
979705290633,INV-7895,TS09AB9776,856
448564311995,INV-7896,TS09AB9961,887
415526780833,INV-7897,TS09AB2437,349
789716430787,INV-7898,TS09AB5063,203
337328864828,INV-7899,TS09AB3135,931
850370962052,INV-7900,TS09AB1351,342
703679664805,INV-7901,TS09AB6546,852
801470381016,INV-7902,TS09AB8293,333
906012543223,INV-7903,TS09AB5631,419
110735424570,INV-7904,TS09AB1222,596
242520619452,INV-7906,TS09AB5451,980
374892390544,INV-7907,TS09AB5192,836
973076050323,INV-7908,TS09AB3967,82
551302080515,INV-7909,TS09AB6100,213
371114601793,INV-7910,TS09AB5573,207
960351183206,INV-7911,TS09AB7418,606
947432415570,INV-7912,TS09AB9200,311
928919479168,INV-7913,TS09AB5318,371
919337123298,INV-7914,TS09AB6816,794
939876924604,INV-7915,TS09AB8282,284
516352004072,INV-7916,TS09AB5201,447
543563335554,INV-7917,TS09AB7420,337
190732616555,INV-7918,TS09AB1538,564
990205079604,INV-7919,TS09AB6080,732
185175523505,INV-7920,TS09AB9733,231
943998321241,INV-7921,TS09AB2131,41
461068524341,INV-7922,TS09AB7326,496
736795750127,INV-7923,TS09AB8681,430
769721424704,INV-7924,TS09AB2080,538
276373742359,INV-7925,TS09AB5120,166
909229168107,INV-7926,TS09AB3481,952
503471079884,INV-7927,TS09AB2158,453
641119997267,INV-7928,TS09AB6903,818
196904394969,INV-7929,TS09AB6954,38
182425489758,INV-7930,TS09AB7221,847
472658539540,INV-7931,TS09AB8922,217
683676759510,INV-7933,TS09AB7951,292
523706382266,INV-7934,TS09AB9608,140
415172987406,INV-7935,TS09AB7108,559
381145014188,INV-7936,TS09AB5789,154
416610958917,INV-7938,TS09AB7134,231
155948679715,INV-7939,TS09AB4600,696
132242568551,INV-7940,TS09AB6089,645
516012354980,INV-7941,TS09AB6914,598
367573654675,INV-7942,TS09AB3440,599
623937527675,INV-7943,TS09AB8116,213
349010390369,INV-7944,TS09AB4139,67
645757839106,INV-7945,TS09AB6407,842
410718481142,INV-7946,TS09AB3119,483
849735417772,INV-7947,TS09AB5454,100
298003468890,INV-7949,TS09AB4756,16
697320595156,INV-7950,TS09AB3537,190
645837867156,INV-7952,TS09AB4896,17
150119534229,INV-7953,TS09AB7387,687
691402455373,INV-7954,TS09AB6037,53
302466736088,INV-7955,TS09AB9402,810
503356953901,INV-7956,TS09AB2101,468
810872356863,INV-7957,TS09AB7859,294
260585091764,INV-7958,TS09AB7781,138
630561170966,INV-7959,TS09AB9107,771
389345880966,INV-7960,TS09AB6472,661
589110933503,INV-7961,TS09AB8612,251
539488521793,INV-7962,TS09AB5920,353
818529310742,INV-7963,TS09AB4894,854
121150481791,INV-7964,TS09AB7445,267
181837214127,INV-7965,TS09AB8614,190
184637839490,INV-7966,TS09AB6144,37
561062334359,INV-7968,TS09AB9959,551
242844964465,INV-7969,TS09AB6274,544
723704726285,INV-7970,TS09AB9165,648
367995748428,INV-7971,TS09AB8636,120
724355879613,INV-7972,TS09AB7486,627
210397629967,INV-7973,TS09AB2022,724
753897124837,INV-7974,TS09AB7090,303
259995881691,INV-7975,TS09AB9891,867
128274945597,INV-7976,TS09AB8379,409
676636833999,INV-7977,TS09AB3817,346
345760678919,INV-7978,TS09AB5519,710
989288288003,INV-7979,TS09AB6581,243
833698336684,INV-7980,TS09AB1078,86
508994275845,INV-7982,TS09AB6046,688
373556830476,INV-7983,TS09AB7560,585
588279971318,INV-7984,TS09AB3145,234
452484973545,INV-7985,TS09AB3490,89
558829575862,INV-7986,TS09AB3731,959
665279139613,INV-7987,TS09AB9417,601
325499372475,INV-7988,TS09AB1145,844
776457180604,INV-7990,TS09AB2764,683
718659318921,INV-7991,TS09AB4901,530
611565953960,INV-7992,TS09AB2500,315
281957717629,INV-7994,TS09AB1807,1000
371814302584,INV-7995,TS09AB8891,749
399643062773,INV-7996,TS09AB7057,619
696982999086,INV-7997,TS09AB6535,301
203314880635,INV-7999,TS09AB7847,261
983405169129,INV-8000,TS09AB5426,483
400805537720,INV-8002,TS09AB7428,49
828622851211,INV-8004,TS09AB3007,545
652880462665,INV-8007,TS09AB9362,748
561498775512,INV-8008,TS09AB9791,497
343013078748,INV-8009,TS09AB6839,363
226026067390,INV-8010,TS09AB7190,860
931778050606,INV-8012,TS09AB3864,238
330738714778,INV-8013,TS09AB4966,570
515777776930,INV-8014,TS09AB7198,47
383628281640,INV-8015,TS09AB6577,969
738088843185,INV-8016,TS09AB8377,784
461036013641,INV-8017,TS09AB6069,149
659427452672,INV-8018,TS09AB5421,264
270528808008,INV-8019,TS09AB4403,505
452723016450,INV-8020,TS09AB6401,297
309215169209,INV-8021,TS09AB9030,199
749072300078,INV-8022,TS09AB8313,786
406675459697,INV-8024,TS09AB5756,416
351439386790,INV-8026,TS09AB9970,882
268868157006,INV-8028,TS09AB9391,186
808630160066,INV-8029,TS09AB4351,250
996248856410,INV-8031,TS09AB6386,576
963624430149,INV-8032,TS09AB5162,551
100423481597,INV-8034,TS09AB6219,10
353227015971,INV-8035,TS09AB2518,21
182319928390,INV-8036,TS09AB9227,738
434198715457,INV-8038,TS09AB3380,102
398784157428,INV-8039,TS09AB8918,935
464911683004,INV-8042,TS09AB2075,323
470822225372,INV-8043,TS09AB5010,485
125180074934,INV-8044,TS09AB1501,225
709051663776,INV-8045,TS09AB3955,494
564818008248,INV-8046,TS09AB4832,452
254811311482,INV-8047,TS09AB7150,908
739968898247,INV-8049,TS09AB2772,803
734543306177,INV-8051,TS09AB9288,584
479276917050,INV-8052,TS09AB1705,297
501760361595,INV-8053,TS09AB5907,312
339801151825,INV-8054,TS09AB5271,151
888697096788,INV-8055,TS09AB7749,829
956726964308,INV-8057,TS09AB2515,234
369025043771,INV-8058,TS09AB8636,271
541944912427,INV-8059,TS09AB9429,340
215127213796,INV-8060,TS09AB1067,511
743199668958,INV-8061,TS09AB8025,40
460180133990,INV-8062,TS09AB4296,526
825996865744,INV-8064,TS09AB5252,195
869567017955,INV-8065,TS09AB8324,636
815064617241,INV-8067,TS09AB9172,109
316590394600,INV-8068,TS09AB1765,547
461202120289,INV-8069,TS09AB8690,528
444299542885,INV-8070,TS09AB6963,21
644548603271,INV-8071,TS09AB3815,793
131436076995,INV-8072,TS09AB4941,97
675245211103,INV-8073,TS09AB4119,68
634696013736,INV-8076,TS09AB1264,709
608601001690,INV-8077,TS09AB3156,560
261354153159,INV-8078,TS09AB8853,443
533165923635,INV-8079,TS09AB8457,252
826912002355,INV-8081,TS09AB9706,445
270452410941,INV-8082,TS09AB9945,43
560673368055,INV-8083,TS09AB7442,770
460832567191,INV-8084,TS09AB7187,754
970145653546,INV-8085,TS09AB8050,609
795408727529,INV-8086,TS09AB4703,61
415517321003,INV-8087,TS09AB9071,367
440018111015,INV-8088,TS09AB3218,155
203360458967,INV-8090,TS09AB2809,640
963549587043,INV-8091,TS09AB5389,249
789344871509,INV-8092,TS09AB8170,562
698527233422,INV-8094,TS09AB8976,282
529660172810,INV-8095,TS09AB6961,893
544641287583,INV-8097,TS09AB4226,947
235383826432,INV-8098,TS09AB8256,570
199845336160,INV-8099,TS09AB6735,850
994924686863,INV-8100,TS09AB8913,20
106791324982,INV-8101,TS09AB2536,633
448343015234,INV-8102,TS09AB3981,432
710412840611,INV-8103,TS09AB1125,491
459550066748,INV-8104,TS09AB8976,340
530902067138,INV-8105,TS09AB6053,468
237726736875,INV-8106,TS09AB8251,706
858964284882,INV-8107,TS09AB1414,783
206150378509,INV-8108,TS09AB1722,788
175016198566,INV-8109,TS09AB6124,212
543881400437,INV-8110,TS09AB2789,672
504994993538,INV-8111,TS09AB9344,573
971902938841,INV-8112,TS09AB8641,27
481362129675,INV-8113,TS09AB7127,511
264889343362,INV-8114,TS09AB3792,489
510687046120,INV-8115,TS09AB5962,124
375077478743,INV-8116,TS09AB6919,523
833715044927,INV-8117,TS09AB1686,11
100302886499,INV-8118,TS09AB7220,330
504562717669,INV-8119,TS09AB1608,906
235218975853,INV-8120,TS09AB1818,588
837319417112,INV-8121,TS09AB4630,444
578266231764,INV-8122,TS09AB1068,463
959359537853,INV-8123,TS09AB3208,550
966542550245,INV-8124,TS09AB6686,21
354521509065,INV-8125,TS09AB2595,984
333093664316,INV-8128,TS09AB8924,690
384213932113,INV-8130,TS09AB9496,379
789187103623,INV-8131,TS09AB3225,271
663310905404,INV-8132,TS09AB3275,323
392082300901,INV-8133,TS09AB7637,854
658903129818,INV-8134,TS09AB4150,79
975964185485,INV-8135,TS09AB2565,658
357585792463,INV-8136,TS09AB3185,837
636940537566,INV-8138,TS09AB3389,342
681376425585,INV-8140,TS09AB2180,926
142108045587,INV-8141,TS09AB9645,93
518935796451,INV-8142,TS09AB6548,917
890885703421,INV-8143,TS09AB2908,173
351483806293,INV-8144,TS09AB8675,483
225874375500,INV-8145,TS09AB4393,940
751688329266,INV-8146,TS09AB9778,203
911402377868,INV-8147,TS09AB7530,721
216223433539,INV-8148,TS09AB2276,510
408136966756,INV-8149,TS09AB9447,79
606769702336,INV-8151,TS09AB5325,810
730982108026,INV-8153,TS09AB8575,235
464086203033,INV-8154,TS09AB7281,771
746176527053,INV-8157,TS09AB8324,463
224102124573,INV-8158,TS09AB8684,119
949427137803,INV-8160,TS09AB6843,479
519163631267,INV-8161,TS09AB8214,980
469701213758,INV-8162,TS09AB6670,473
282953669837,INV-8163,TS09AB2460,245
978604181617,INV-8164,TS09AB9630,886
797044408445,INV-8166,TS09AB1649,351
454431189919,INV-8167,TS09AB7128,323
589534138240,INV-8168,TS09AB4257,223
614176059218,INV-8169,TS09AB9183,792
693262208374,INV-8170,TS09AB8118,89
901613190883,INV-8171,TS09AB8291,295
397931921393,INV-8172,TS09AB8672,16
643683412963,INV-8174,TS09AB8021,663
991117544283,INV-8175,TS09AB6159,941
425924092914,INV-8176,TS09AB3457,231
850590301834,INV-8177,TS09AB4073,25
396004213278,INV-8178,TS09AB6839,10
710986733772,INV-8179,TS09AB4977,30
447114490817,INV-8180,TS09AB9189,948
345414763052,INV-8181,TS09AB3022,67
488394452384,INV-8182,TS09AB3242,751
520266262956,INV-8183,TS09AB2616,591
519661317516,INV-8184,TS09AB2934,621
150340413855,INV-8185,TS09AB6063,722
991171141762,INV-8186,TS09AB5424,806
708635665903,INV-8187,TS09AB9092,841
381547327733,INV-8188,TS09AB3793,616
177755104342,INV-8189,TS09AB1910,292
978280010706,INV-8190,TS09AB2615,496
143569879821,INV-8191,TS09AB1887,696
907409369747,INV-8192,TS09AB5919,802
947879606976,INV-8193,TS09AB4402,458
736293245559,INV-8194,TS09AB9200,748
813248618448,INV-8195,TS09AB4129,482
599624799015,INV-8196,TS09AB2825,407
359130336568,INV-8197,TS09AB6851,780
842752948036,INV-8198,TS09AB8482,637
333486788722,INV-8199,TS09AB9655,545
336033543814,INV-8200,TS09AB8534,294
116123182396,INV-8201,TS09AB7559,272
390712959239,INV-8203,TS09AB4959,188
584175977802,INV-8204,TS09AB6525,353
874806771225,INV-8205,TS09AB5223,400
796619158220,INV-8206,TS09AB5422,885
529616154109,INV-8207,TS09AB5631,16
334938301342,INV-8209,TS09AB8749,933
741898672427,INV-8210,TS09AB6959,857
148746001880,INV-8211,TS09AB5551,804
219412891266,INV-8212,TS09AB1664,250
570604866171,INV-8213,TS09AB7155,245
333003526144,INV-8214,TS09AB9710,410
933035632920,INV-8216,TS09AB4765,325
457723845323,INV-8217,TS09AB4474,766
514779242696,INV-8218,TS09AB3590,550
104686644592,INV-8219,TS09AB4546,997
451328530340,INV-8220,TS09AB6393,229
453445580622,INV-8221,TS09AB8098,628
231762299708,INV-8222,TS09AB4521,353
454972358961,INV-8223,TS09AB2198,406
775062004051,INV-8224,TS09AB6474,379
782598530058,INV-8226,TS09AB9475,202
283480053837,INV-8227,TS09AB5258,834
363752333671,INV-8229,TS09AB4080,262
354680932289,INV-8230,TS09AB3378,990
145918450147,INV-8231,TS09AB6353,311
968076315843,INV-8232,TS09AB3678,380
219394212469,INV-8233,TS09AB8757,793
676288238311,INV-8234,TS09AB6947,889
115043285847,INV-8235,TS09AB2041,295
863282000974,INV-8236,TS09AB9956,407
235627716202,INV-8237,TS09AB9600,718
992666870686,INV-8238,TS09AB6696,774
855179379251,INV-8240,TS09AB9538,74
856641915460,INV-8241,TS09AB9743,373
112478337810,INV-8242,TS09AB5022,356
266062248167,INV-8243,TS09AB9568,660
673010632882,INV-8244,TS09AB8665,604
549721603550,INV-8245,TS09AB9150,915
872850572676,INV-8246,TS09AB3612,206
629336952338,INV-8247,TS09AB9209,344
837279593379,INV-8248,TS09AB3632,273
864670542580,INV-8249,TS09AB9067,396
810440177305,INV-8250,TS09AB3603,469
611872665531,INV-8251,TS09AB5156,451
830636279410,INV-8252,TS09AB3638,283
434763610518,INV-8253,TS09AB3150,107
167880391731,INV-8254,TS09AB6854,284
760494104697,INV-8256,TS09AB4718,227
966700556228,INV-8257,TS09AB6225,176
922518454663,INV-8258,TS09AB6771,320
332914510924,INV-8259,TS09AB9488,548
709552315829,INV-8260,TS09AB9655,41
339492707621,INV-8261,TS09AB1432,398
830986864991,INV-8262,TS09AB8030,227
318244940208,INV-8263,TS09AB1744,574
500359864502,INV-8264,TS09AB7332,775
285789134345,INV-8265,TS09AB4981,757
976846329361,INV-8269,TS09AB5149,558
584542778386,INV-8270,TS09AB3870,573
523539025994,INV-8272,TS09AB1430,75
668072098712,INV-8273,TS09AB5265,238
457233368184,INV-8275,TS09AB5028,785
869174169183,INV-8276,TS09AB9796,516
859051543775,INV-8277,TS09AB3756,172
408372411879,INV-8280,TS09AB9070,869
965354615318,INV-8282,TS09AB6547,248
509446014386,INV-8283,TS09AB7248,572
633273034336,INV-8284,TS09AB2631,981
515472161549,INV-8286,TS09AB5519,589
830534409291,INV-8288,TS09AB5534,798
749644612496,INV-8290,TS09AB8664,325
432901311812,INV-8291,TS09AB2199,577
145541849218,INV-8292,TS09AB6338,872
217447888763,INV-8293,TS09AB4705,496
835783539882,INV-8294,TS09AB9560,224
709067615654,INV-8296,TS09AB6905,87
296886656244,INV-8297,TS09AB3840,163
503862409948,INV-8298,TS09AB8448,373
481649423766,INV-8300,TS09AB8983,510
374385175065,INV-8301,TS09AB7751,973
919391643573,INV-8303,TS09AB5365,146
989392700840,INV-8304,TS09AB1326,139
176918673419,INV-8305,TS09AB5592,370
816703919018,INV-8306,TS09AB4186,830
936484269836,INV-8307,TS09AB9528,593
613280178090,INV-8308,TS09AB9316,901
163305033178,INV-8309,TS09AB5136,676
621646361995,INV-8310,TS09AB4621,169
308297944014,INV-8311,TS09AB9332,341
645245550302,INV-8312,TS09AB3993,160
262651365244,INV-8313,TS09AB3099,267
226123946300,INV-8314,TS09AB7980,498
225123369233,INV-8315,TS09AB7378,767
273851451775,INV-8316,TS09AB1128,440
127410095439,INV-8317,TS09AB4522,639
287916640320,INV-8318,TS09AB9714,676
975314078966,INV-8319,TS09AB9572,801
351720142753,INV-8320,TS09AB8156,369
387042683671,INV-8321,TS09AB6701,175
309370311117,INV-8322,TS09AB3734,181
718082043492,INV-8323,TS09AB3742,711
171036572403,INV-8325,TS09AB8976,726
982667370215,INV-8326,TS09AB8021,523
628985961272,INV-8327,TS09AB4670,585
941697279628,INV-8328,TS09AB2853,47
691401629244,INV-8329,TS09AB1026,459
590826520974,INV-8330,TS09AB8278,640
267384405570,INV-8331,TS09AB1942,958
736377064930,INV-8332,TS09AB7713,38
816166245666,INV-8333,TS09AB3728,217
159823244052,INV-8335,TS09AB4566,607
168368987525,INV-8336,TS09AB2869,384
100279550501,INV-8337,TS09AB7785,378
354912312800,INV-8338,TS09AB1819,71
818151866189,INV-8339,TS09AB6737,68
279060160062,INV-8340,TS09AB8639,943
209078048194,INV-8341,TS09AB8824,809
578937847140,INV-8342,TS09AB2385,36
663982620442,INV-8343,TS09AB3170,958
160507663402,INV-8344,TS09AB6474,770
144949557648,INV-8345,TS09AB9418,956
540276797332,INV-8348,TS09AB3231,362
931997642849,INV-8349,TS09AB5565,624
288771828170,INV-8350,TS09AB6339,495
434509831372,INV-8351,TS09AB2346,15
956831746805,INV-8352,TS09AB6443,399
406044300152,INV-8353,TS09AB2369,72
498848817800,INV-8354,TS09AB5268,66
833580857819,INV-8355,TS09AB1262,1000
253062319239,INV-8356,TS09AB4456,417
989102529571,INV-8357,TS09AB2065,464
397643517177,INV-8358,TS09AB7635,19
895384328914,INV-8359,TS09AB9710,915
322945841246,INV-8360,TS09AB4008,736
349888382279,INV-8362,TS09AB3610,947
140957973797,INV-8363,TS09AB4792,289
381609441322,INV-8364,TS09AB5234,835
723676662693,INV-8366,TS09AB8215,470
607232456984,INV-8367,TS09AB8882,412
690462795046,INV-8368,TS09AB6198,774
176636595243,INV-8369,TS09AB3429,202
196148172882,INV-8370,TS09AB6511,259
791117485710,INV-8371,TS09AB7328,372
770781672604,INV-8372,TS09AB7897,367
110376054875,INV-8373,TS09AB8435,260
376780187294,INV-8374,TS09AB3751,290
904354715374,INV-8375,TS09AB8240,972
724397208347,INV-8376,TS09AB7918,810
933792367947,INV-8377,TS09AB9684,272
523806882736,INV-8378,TS09AB1719,176
940794966093,INV-8379,TS09AB7147,278
732257974105,INV-8380,TS09AB6114,696
456376043692,INV-8381,TS09AB2495,725
604548452869,INV-8382,TS09AB5360,411
521955332324,INV-8383,TS09AB3756,343
647033246899,INV-8384,TS09AB7739,753
751206297501,INV-8385,TS09AB5942,268
588454283678,INV-8386,TS09AB3067,638
340615454769,INV-8387,TS09AB1279,843
487241630627,INV-8388,TS09AB9278,149
808756271028,INV-8390,TS09AB9405,740
773102391227,INV-8391,TS09AB1882,464
322807087300,INV-8392,TS09AB5950,555
618986814864,INV-8393,TS09AB7760,923
934127149030,INV-8394,TS09AB2440,911
182377551484,INV-8395,TS09AB4666,505
767869893519,INV-8396,TS09AB2470,496
753139798701,INV-8397,TS09AB4142,242
125028874306,INV-8398,TS09AB9213,764
985742320782,INV-8399,TS09AB9455,44
870943901356,INV-8400,TS09AB4576,582
543068937202,INV-8401,TS09AB9111,319
736437033842,INV-8403,TS09AB2286,150
901263389953,INV-8404,TS09AB6159,678
177986641671,INV-8405,TS09AB6422,908
737903188476,INV-8406,TS09AB2371,111
481506890098,INV-8407,TS09AB7019,205
669122170848,INV-8408,TS09AB9781,144
653599695410,INV-8409,TS09AB5674,41
556632234201,INV-8410,TS09AB7248,172
744013620904,INV-8411,TS09AB3133,993
175745750268,INV-8412,TS09AB3419,226
626934558336,INV-8413,TS09AB1121,134
541409008996,INV-8414,TS09AB4564,902
798329925129,INV-8415,TS09AB7692,210
783278610822,INV-8416,TS09AB8402,444
521499963345,INV-8417,TS09AB8041,806
332787259361,INV-8419,TS09AB8969,935
846892001693,INV-8420,TS09AB4746,150
893859184208,INV-8421,TS09AB8621,599
514917842838,INV-8422,TS09AB1515,655
342271931898,INV-8424,TS09AB9138,660
852548161060,INV-8425,TS09AB5954,185
707468245110,INV-8427,TS09AB6151,904
972229692155,INV-8429,TS09AB6275,834
659526138661,INV-8431,TS09AB5793,320
135762480005,INV-8432,TS09AB5565,479
274664426724,INV-8433,TS09AB5734,452
965405454073,INV-8434,TS09AB4876,718
269173559740,INV-8435,TS09AB6906,559
204004597669,INV-8436,TS09AB3724,564
856119528002,INV-8437,TS09AB5312,203
287948517987,INV-8439,TS09AB6016,373
908085516188,INV-8440,TS09AB4771,756
906733552793,INV-8441,TS09AB2704,895
305900816864,INV-8442,TS09AB9160,172
749947427363,INV-8443,TS09AB8084,740
297027882216,INV-8444,TS09AB6967,71
852251508936,INV-8445,TS09AB2960,780
875876872556,INV-8446,TS09AB2026,53
333712199930,INV-8447,TS09AB1887,837
906228084754,INV-8448,TS09AB6991,627
635725692044,INV-8449,TS09AB3225,90
303604663156,INV-8451,TS09AB1005,754
962674358715,INV-8452,TS09AB5265,456
614834461034,INV-8453,TS09AB4733,432
922281334759,INV-8454,TS09AB2245,259
833679993360,INV-8455,TS09AB7955,146
240178394499,INV-8456,TS09AB9219,384
444487161565,INV-8457,TS09AB6162,627
474796614898,INV-8458,TS09AB6953,627
821093492209,INV-8459,TS09AB2146,213
933226452292,INV-8460,TS09AB6724,876
332218952864,INV-8461,TS09AB3617,196
883457832981,INV-8462,TS09AB1053,316
974301127184,INV-8464,TS09AB8587,967
953291535926,INV-8465,TS09AB8007,23
107881506917,INV-8466,TS09AB7056,417
708071335758,INV-8467,TS09AB3275,325
884489619141,INV-8468,TS09AB7610,332
848563618093,INV-8469,TS09AB6447,224
961444090234,INV-8470,TS09AB7566,88
932446324918,INV-8471,TS09AB4741,393
914241762138,INV-8472,TS09AB4810,786
350311330242,INV-8473,TS09AB8003,654
792191769694,INV-8474,TS09AB9418,523
691111763690,INV-8475,TS09AB7075,115
946345481624,INV-8476,TS09AB7735,920
376123373839,INV-8478,TS09AB2058,781
655203667193,INV-8479,TS09AB7151,924
437839648322,INV-8480,TS09AB2706,401
558839184495,INV-8482,TS09AB2226,225
944633383761,INV-8483,TS09AB1061,565
685863344132,INV-8484,TS09AB1675,648
794583487786,INV-8487,TS09AB2207,892
628581641431,INV-8488,TS09AB9129,596
370322416712,INV-8489,TS09AB2179,202
502890601144,INV-8490,TS09AB7311,88
452593006355,INV-8491,TS09AB9399,555
668683243324,INV-8492,TS09AB6270,671
893813212383,INV-8493,TS09AB5746,987
424636448435,INV-8494,TS09AB4580,505
848656372754,INV-8496,TS09AB3210,46
932453254306,INV-8497,TS09AB5436,954
730608963080,INV-8498,TS09AB2356,968
829077494857,INV-8499,TS09AB3724,928
219984019949,INV-8501,TS09AB1106,887
853592578773,INV-8502,TS09AB2459,137
870587645525,INV-8503,TS09AB2921,896
350690374770,INV-8504,TS09AB2065,906
986210314226,INV-8505,TS09AB6293,185
380595509087,INV-8506,TS09AB9871,528
223420991051,INV-8508,TS09AB7180,600
488118915747,INV-8511,TS09AB9720,698
100018623247,INV-8513,TS09AB4103,986
342926669231,INV-8514,TS09AB1109,321
879392167489,INV-8515,TS09AB1263,247
297646675188,INV-8516,TS09AB1309,853
626725190382,INV-8517,TS09AB2048,998
484863006262,INV-8518,TS09AB7887,873
924869625738,INV-8519,TS09AB8279,299
548532737815,INV-8520,TS09AB4185,974
175380258965,INV-8521,TS09AB3782,132
920322268098,INV-8522,TS09AB8488,32
731088885435,INV-8523,TS09AB6978,357
121118365995,INV-8524,TS09AB9371,787
442094549516,INV-8525,TS09AB3060,215
325603288793,INV-8527,TS09AB5027,995
943010358001,INV-8529,TS09AB8922,766
